key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-811287748,A meta-analysis of fish behavioural reaction to underwater human presence,2019,,,FISH AND FISHERIES,"[""1467-2960"", ""1467-2979     J9  - FISH FISH     JI  - Fish. Fish.""]",20,5,817-829,"Samia, DSM and Bessa, E and Blumstein, DT and Nunes, JACC and Azzurro, E and Morroni, L and Sbragaglia, V and Januchowski-Hartley, FA and Geffroy, B",,English,,"[""Univ Sao Paulo, Biosci Inst, Dept Ecol, Sao Paulo, Brazil"", ""Univ Brasilia, Biol Inst, FUP, Life & Earth Sci Area, Brasilia, DF, Brazil"", ""Univ Brasilia, Biol Inst, Grad Program Ecol, Brasilia, DF, Brazil"", ""Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA USA"", ""Univ Fed Sul Bahia, Ctr Formacao Ciencias Ambientais, Lab Ecol & Conservacao Marinha, Itabuna, Brazil"", ""Inst Environm Protect & Res ISPRA, Livorno, Italy"", ""Stn Zool Anton Dohrn, Naples, Italy"", ""Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, Berlin, Germany"", ""Univ Montpellier, CNRS, IRD, MARBEC,Ifremer, Palavas Les Flots, France     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA""]","In an increasingly anthropic world, humans have profound impacts on the distribution and behaviour of marine fishes. The increased human presence has modified fishes' antipredator behavioural responses, and consequently flight decisions, as a function of their changed perceptions of risk. Understanding how fish react to human presence can help identify the most vulnerable functional groups/species and estimate impacts caused by human disturbance. Shoal and body size are known to influence fish flight initiation distance (FID; the distance between the predator and prey when the prey begins to escape); however, few studies attempt to test the moderators of these relationships. Here, we present a comprehensive meta-analysis evaluating FID of fish in response to human presence. Specifically, we investigated six candidate moderators that could influence the relationship between FID with shoal and body size. Our results showed that individual fish size was strongly and positively correlated with FID and the most important moderator that explained the variance in individual body size-FID relationship was shoaling behaviour. However, and somehow surprisingly, we detected no significant relationship between shoal size and FID. We discuss how these results can inform the development of fish conservation strategies and ultimately assist in the management of marine protected areas.",Times Cited in Web of Science Core Collection:  13     Total Times Cited:  13     Cited Reference Count:  97,,
rayyan-811287749,"The non-impact of hunting on moose Alces alces movement, diurnal activity, and activity range",2009,,,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"[""1612-4642"", ""1439-0574     J9  - EUR J WILDLIFE RES     JI  - Eur. J. Wildl. Res.""]",55,3,255-265,"Neumann, W and Ericsson, G and Dettki, H",,English,,"Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden     PU  - SPRINGER     PI  - NEW YORK     PA  - ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","Previous studies on moose Alces alces have suggested that interactions with humans may trigger anti-predator behaviors and generate a demographical cost. Therefore, we hypothesized that disturbances from small and big game hunting may have negative effects on moose movements, diurnal activity, and activity range. Using location data from 64 moose equipped with GPS collars from three populations (Low Alpine, Inland, Coastal) with different temporal human presence and spatial accessibility, we evaluated the impact of hunting on moose activity rhythms. On average, female moose in the low human population density (Low Alpine) area (< 0.5/km(2)) had significantly lower movement rates during moose hunting season, but variation in movement rates among individuals were higher compared with female moose in regions with denser human populations (6-24/km(2)). We found no evidence that reproductive status influenced female moose sensitivity to disturbance. As expected, females used smaller activity ranges and were less active nocturnally than males. The high within-group variation suggests that current hunting disturbance levels do not alter moose population behavior in general. Our data indicate that alterations in movement were related to rutting activity, not human disturbance induced by hunting. In line with behavioral theory, our study suggests that some individuals were more sensitive to hunting disturbance than the general population. Our work suggests that individual moose may perceive human predation risk to be similar to other predation risks.",Times Cited in Web of Science Core Collection:  21     Total Times Cited:  21     Cited Reference Count:  76,,
rayyan-811287751,Sex-specific foraging of an apex predator puts females at risk of human-wildlife conflict,2021,,,JOURNAL OF ANIMAL ECOLOGY,"[""0021-8790"", ""1365-2656     J9  - J ANIM ECOL     JI  - J. Anim. Ecol.""]",90,7,1776-1786,"Schultz, H and Chang, KV and Bury, SJ and Gaskett, AC and Dennis, TE and Ismar-Rebitz, SMH and Southey, I and Hohnhold, RJ and Millar, CD",,English,,"[""Univ Auckland, Sch Biol Sci, Auckland, New Zealand"", ""Natl Inst Water & Atmospher Res Ltd, Wellington, New Zealand"", ""Fiji Natl Univ, Dept Biol, Nasinu, Fiji"", ""GEOMAR Helmholtz Ctr Ocean Res, Kiel, Germany"", ""Birds New Zealand, South Auckland Branch, Dunedin, New Zealand"", ""Dept Conservat, John Wickliffe House,265 Princes St, Dunedin 9016, New Zealand     FU  - University of Auckland; James Sharon Watson Conservation Trust; Birds New Zealand Research Fund; New Zealand International Doctoral Research Scholarship     FX  - The University of Auckland; James Sharon Watson Conservation Trust; Birds New Zealand Research Fund; New Zealand International Doctoral Research Scholarship     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA""]","1. Urbanisation and anthropogenic alteration of ecosystems has led to conflict between humans and wildlife. Such conflict is often observed in apex predators. Although human-wildlife conflict has been extensively studied, male/female differences in behaviour are rarely considered.        2. We investigated male/female differences in foraging behaviour of the predatory/scavenging brown skua Catharacta antarctica lonnbergi breeding on a New Zealand island nature reserve in proximity to farmland. These skuas are subject to culling, when perceived as a threat to livestock.        3. As part of a long-term ecological study, we used high-resolution Global Positioning System (GPS) devices to characterise the space-use of foraging brown skuas. We also analysed stable isotopes of carbon (delta C-13) and nitrogen (delta N-15) from modern and archived blood samples to investigate possible changes in diet over the past similar to 30 years.        4. Analysis of 100 GPS tracks collected from 2014 to 2016 demonstrated that males and females consistently visited different habitats. Males spent most of their time close to their breeding territory on the island nature reserve and females frequently visited a farmed island approximately two kilometres away. Consistent with this finding, we show that male and female skuas also differed markedly in their diets: males specialised on burrow-nesting white-faced storm petrels Pelagodroma marina (80%) with only a small proportion of sheep remains Ovis aries (<6%) contributing to their diet. In contrast, female diet comprised 27% white-faced storm petrels, other seabirds (18%) and a relatively large proportion of sheep remains (47%). Further, our data (186 blood samples from 122 individuals) show that this male/female difference in diet has persisted at least since 1987.        5. Because females fed disproportionally on sheep remains, they may be more vulnerable to being culled by farmers. Importantly, our case study suggests that intersexual differences in diet and foraging patterns can have major implications for the reproduction and survival of apex predators that interact with farming. We strongly suggest that intersexual differences in behaviour should be considered when investigating human-wildlife conflicts.",Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  80,,
rayyan-811287754,"Inter-generational change in African elephant range use is associated with poaching risk, primary productivity and adult mortality",2018,,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",285,1879,,"Goldenberg, SZ and Douglas-Hamilton, I and Wittemyer, G",,English,,"[""Colorado State Univ, Dept Fish Wildlife & Conservat Biol, Ft Collins, CO 80523 USA"", ""Save Elephants, Nairobi 00200, Kenya"", ""Univ Oxford, Dept Zool, Oxford OX1 3PS, England     FU  - Save the Elephants; WorldWomenWork     FX  - We are grateful to private donors of Save the Elephants and WorldWomenWork for funding this study.     PU  - ROYAL SOC     PI  - LONDON     PA  - 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND""]","Repeated use of the same areas may benefit animals as they exploit familiar sites, leading to consistent home ranges over time that can span generations. Changing risk landscapes may reduce benefits associated with home range fidelity, however, and philopatric animals may alter movement in response to new pressures. Despite the importance of range changes to ecological and evolutionary processes, little tracking data have been collected over the long-term nor has range change been recorded in response to human pressures across generations. Here, we investigate the relationships between ecological, demographic and human variables and elephant ranging behaviour across generations using 16 years of tracking data from nine distinct female social groups in a population of elephants in northern Kenya that was heavily affected by ivory poaching during the latter half of the study. Nearly all groups-including those that did not experience loss of mature adults- exhibited a shift north over time, apparently in response to increased poaching in the southern extent of the study area. However, loss of mature adults appeared to be the primary indicator of range shifts and expansions, as generational turnover was a significant predictor of range size increases and range centroid shifts. Range expansions and northward shifts were associated with higher primary productivity and lower poached carcass densities, while westward shifts exhibited a trend to areas with higher values of primary productivity and higher poached carcass densities relative to former ranges. Together these results suggest a trade-off between resource access, mobility and safety. We discuss the relevance of these results to elephant conservation efforts and directions meriting further exploration in this disrupted society of a keystone species.",Times Cited in Web of Science Core Collection:  14     Total Times Cited:  14     Cited Reference Count:  62,,
rayyan-811287757,FEAR OF PARASITES: LONE STAR TICKS INCREASE GIVING-UP DENSITIES IN WHITE-TAILED DEER,2010,,,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,"[""1565-9801"", ""2224-4662     J9  - ISR J ECOL EVOL     JI  - Isr. J. Ecol. Evol.""]",56,3,313-324,"Allan, BF and Varns, TS and Chase, JM",,English,,"[""Washington Univ, Tyson Res Ctr, Eureka, MO 63025 USA"", ""Washington Univ, Dept Biol, St Louis, MO 63130 USA     FU  - Howard Hughes Medical InstituteHoward Hughes Medical Institute; Tyson Research Center; National Science FoundationNational Science Foundation (NSF); Environmental Protection AgencyUnited States Environmental Protection Agency     FX  - We thank Rachael Katz and Nathan Varns for their assistance with field research, David Allan, Leon Blaustein, Rick Ostfeld, and the Chase lab group for helpful comments and discussion, and the staff of the Tyson Research Center for their logistical support. This manuscript was improved by the helpful comments from three anonymous reviewers. This work was supported by a Summer Fellowship from the Howard Hughes Medical Institute and a Crescent Hills Research Grant from the Tyson Research Center to TSV and BFA, and a National Science Foundation Doctoral Dissertation Improvement Grant and an Environmental Protection Agency Science to Achieve Results Fellowship to BFA.     PU  - BRILL ACADEMIC PUBLISHERS     PI  - LEIDEN     PA  - PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS""]","Nonconsumptive effects of predators on their prey are extensive and diverse, with significant consequences for community structure and ecosystem function. However, despite many theoretical similarities between predator-prey and host-parasite interactions, nonconsumptive effects of parasites on their hosts remain poorly understood. Further, such effects may be of consequence to human and wildlife health, when host-parasite interactions involve hematophagous arthropods that vector infectious diseases. We used giving-up density estimation techniques to measure the response of white-tailed deer (Odocoileus virginianus) to the risk of parasitism by lone star ticks (Amblyomma americanum), an important vector of several infectious diseases in the southeastern United States. We also deployed carnivore scent stations to estimate activity levels of potential deer predators, conducted deer dung count surveys to control for effects of deer abundance, and controlled for topographic aspect, a primary determinant of vegetative biomass and community composition. We found a significant, positive correlation between giving-up densities in deer and the densities of A. americanum, but no effect of canid predators, deer abundance, or topographic aspect. Our results are consistent with the few other empirical examples that demonstrate nonconsumptive effects of parasites on their hosts. Considering that host-parasite interactions have enormous potential to influence the prevalence of vector-borne diseases that affect human health, incorporating indirect effects of parasites on their hosts into infectious disease ecology may be necessary to effectively mitigate disease risk.",Times Cited in Web of Science Core Collection:  12     Total Times Cited:  12     Cited Reference Count:  51,,
rayyan-811287759,School level structural and dynamic adjustments to risk promote information transfer and collective evasion in herring,2016,,,ANIMAL BEHAVIOUR,"[""0003-3472"", ""1095-8282     J9  - ANIM BEHAV     JI  - Anim. Behav.""]",117,,69-78,"Rieucau, G and Holmin, AJ and Castillo, JC and Couzin, ID and Handegard, NO",,English,,"[""Inst Marine Res, Marine Ecosyst Acoust Grp, Bergen, Norway"", ""Florida Int Univ, Dept Biol Sci, 3000 Northeast 151 St, North Miami, FL 33181 USA"", ""Univ Carlos III Madrid, Robot Lab, Madrid, Spain"", ""Max Planck Inst Ornithol, Dept Collect Behav, Constance, Germany"", ""Univ Konstanz, Dept Biol, Chair Biodivers & Collect Behav, Constance, Germany     FU  - Norwegian Research CouncilResearch Council of NorwayEuropean Commission [204229/F20]; Iceland through the EEA Financial Mechanism; National Science FoundationNational Science Foundation (NSF) [PHY-0848755, IOS-1355061, EAGER-IOS-1251585]; ONROffice of Naval Research [N00014-09-1-1074, N0001414-1-0635]; ARO [W911NG-11-1-0385, W911NF-14-1-0431]; Human Frontier Science ProgramHuman Frontier Science Program [RGP0065/2012]; Liechtenstein through the EEA Financial Mechanism; Norway through the EEA Financial Mechanism; Division Of Integrative Organismal SystemsNational Science Foundation (NSF)NSF - Directorate for Biological Sciences (BIO) [1355061] Funding Source: National Science Foundation     FX  - We are grateful to E. Grimsbo, L. Doksater, L. Stien, G. Macaulay and the fish keepers at the Austevoll aquaculture facility for their technical help during the experiment. We thank A. Ferno for his useful comments while we were developing the original idea of this paper. This work was financed by the Norwegian Research Council (204229/F20). J.C.C. was partially supported by a grant from Iceland, Liechtenstein and Norway through the EEA Financial Mechanism operated by Universidad Complutense de Madrid. I.D.C. was supported by National Science Foundation (PHY-0848755, IOS-1355061, EAGER-IOS-1251585), ONR (N00014-09-1-1074, N0001414-1-0635), ARO (W911NG-11-1-0385, W911NF-14-1-0431) and Human Frontier Science Program (RGP0065/2012).     PU  - ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD     PI  - LONDON     PA  - 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND""]","Many large-scale animal groups have the ability to react in a rapid and coordinated manner to environmental perturbations or predators. Information transfer among organisms during such events is thought to confer important antipredator advantages. However, it remains unknown whether individuals in large aggregations can change the structural properties of their collective in response to higher predation risk, and if so whether such adjustments promote responsiveness and information transfer. We examined the role of risk perception on the schooling dynamics and collective evasions of a large herring, Clupea harengus, school (ca. 60 000 fish) during simulated-predator encounters in a sea cage. Using an echosounder, high-resolution imaging sonar and acoustic video analysis, we quantified swimming dynamics, collective reactions and the speed of the propagating waves of evasion induced by a mobile predator model. In the higher risk condition, fish swam faster, exhibited a stronger circular swimming pattern, and we found an increased correlation strength indicating that the school had a greater ability to collectively respond to a perturbation. When exposed to a simulated threat, collective evasions were stronger and behavioural change (evasion manoeuvres) propagated more quickly within the school under environmental conditions perceived as being more risky. Our results demonstrate that large schools make structural and behavioural adjustments in response to perceived risk in a way that improves collective information transfer, and thus responsiveness, during predator attacks. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",Times Cited in Web of Science Core Collection:  25     Total Times Cited:  25     Cited Reference Count:  37,,
rayyan-811287761,Forward-Facing Predators Attract Attention in Humans (Homo sapiens),2018,,,JOURNAL OF COMPARATIVE PSYCHOLOGY,"[""0735-7036"", ""1939-2087     J9  - J COMP PSYCHOL     JI  - J. Comp. Psychol.""]",132,4,410-418,"Yorzinski, JL and Tovar, ME and Coss, RG",,English,,"[""Texas A&M Univ, Dept Wildlife & Fisheries Sci, 534 John Kimbrough Blvd, College Stn, TX 77843 USA"", ""Univ Calif Davis, Dept Psychol, Davis, CA 95616 USA     FU  - College of Agriculture and Life Sciences at Texas AM University; Texas A& M AgriLife Research; Department of Wildlife and Fisheries Sciences at Texas AM University     FX  - Jessica L. Yorzinski was funded by the College of Agriculture and Life Sciences at Texas A&M University and Texas A& M AgriLife Research. Maria E. Tovar was funded by an undergraduate research grant from the Department of Wildlife and Fisheries Sciences at Texas A&M University.     PU  - AMER PSYCHOLOGICAL ASSOC     PI  - WASHINGTON     PA  - 750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA""]","Even prey that successfully evade attack incur costs when responding to predators. These nonlethal costs can impact their reproductive success and survival. One strategy that prey can use to minimize these costs is to adjust their antipredator behavior based on the perceived level of risk. We tested whether humans adopt this strategy by presenting participants with photographic arrays of predators (lions) that varied in their level of risk. While their eye movements were recorded, the participants searched for a forwardfacing predator (signifying potential predator interest; high-risk target) among an array of inattentive predators that were facing away (low-risk distractors) or searched for a predator that was facing away from them among an array of forward-facing predators. As a control, participants also searched through similar arrays that displayed a potential prey species (impalas) rather than predators. Participants detected forward-facing predators more quickly than predators facing away from them. Unexpectedly, they were also quicker at detecting forward-facing prey versus prey facing away from them, but slower to detect these forward-facing prey compared with forward-facing predators. They were slower to detect predators and prey facing away from them because they spent more time looking at the forward-facing distractors and looked at more of those distractors. The results indicate that human attention is drawn toward dangerous predators with forward-facing orientations, and this could allow humans to quickly assess predator intentions.",Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  46,,
rayyan-811287763,"Spearfishing modulates flight initiation distance of fishes: the effects of protection, individual size, and bearing a speargun",2018,,,ICES JOURNAL OF MARINE SCIENCE,"[""1054-3139"", ""1095-9289     J9  - ICES J MAR SCI     JI  - ICES J. Mar. Sci.""]",75,5,1779-1789,"Sbragaglia, V and Morroni, L and Bramanti, L and Weitzmann, B and Arlinghaus, R and Azzurro, E",,English,,"[""Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, Muggelseedamm 310, D-12587 Berlin, Germany"", ""Inst Environm Protect & Res ISPRA, Via Cedro 38, I-57122 Livorno, Italy"", ""Polytech Univ Marche, Dept Life & Environm Sci, Via Brecce Bianche, I-60131 Ancona, Italy"", ""Sorbonne Univ, CNRS, Lab Ecogeochim Environm Benth LECOB, Observ Oceanolog Banyuls Sur Mer, 1 Ave Pierre Fabre, F-66650 Banyuls Sur Mer, France"", ""Illes Medes & El Baix Ter Lestartit, Parc Nat Montgri, Catalunya, Spain"", ""Humboldt Univ, Fac Life Sci, Dept Crop & Anim Sci, Div Integrat Fisheries Management, Invalidenstr 42, D-10115 Berlin, Germany"", ""Stn Zool Anton Dohrn SZN, I-80121 Naples, Italy     FU  - Leibniz-DAAD postdoctoral research fellowship [91632699]     FX  - We are grateful to the management body of Bonifacio Straits Natural Reserve, and warmly acknowledge the support provided by Michel Culioli. We also thank the MPAs of Cerbere-Banyuls and Medes Islands for their availability and logistical support. VS was supported by a Leibniz-DAAD postdoctoral research fellowship (#91632699). We thank C. Monk for constructive criticism on the manuscript and the three anonymous reviewers for their excellent feedbacks.     PU  - OXFORD UNIV PRESS     PI  - OXFORD     PA  - GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND""]","In a landscape of fear, humans are altering key behaviours of wild-living animals, including those related to foraging, reproduction, and survival. When exposed to potentially lethal human actions, such as hunting or fishing, fish, and wildlife are expected to behaviourally respond by becoming shyer and learning when to be cautious. Using a rich dataset collected in temperate rocky reefs, we provide evidence of spearfishing-induced behavioural changes in five coastal fish taxa, exposed to different levels of spearfishing exploitation, by using flight initiation distance (FID) as a proxy of predator avoidance. We detected a significant increase of mean and size effects of FID when the observer was equipped with a speargun. Such effects were more evident outside marine protected areas where spearfishing was allowed and was commensurate to the historically spearfishing pressure of each investigated taxon. Our results demonstrate the ability of fish to develop finetuned antipredator responses and to recognize the risks posed by spearfishers as human predators. This capacity is likely acquired by learning, but harvest-induced truncation of the behavioural diversity and fisheries-induced evolution may also play a role and help to explain the increased timidity shown by the exploited fishes in our study.",Times Cited in Web of Science Core Collection:  14     Total Times Cited:  14     Cited Reference Count:  82,,
rayyan-811287765,Sex- and morph-specific predation risk: Colour or behaviour dependency?,2004,,,EUROPEAN JOURNAL OF ENTOMOLOGY,1802-8829     J9  - EUR J ENTOMOL     JI  - Eur. J. Entomol.,101,3,373-377     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Van Gossum, H and Adriaens, T and Dumont, H and Stoks, R",,English,,"[""Univ Antwerp, Evolutionary Biol Grp, B-2020 Antwerp, Belgium"", ""Inst Nat Conservat, B-1070 Brussels, Belgium"", ""Univ Ghent, Inst Anim Ecol, B-9000 Ghent, Belgium"", ""Katholieke Univ Leuven, Aquat Ecol Lab, B-3000 Louvain, Belgium     PU  - CZECH ACAD SCI, INST ENTOMOLOGY     PI  - CESKE BUDEJOVICE     PA  - BRANISOVSKA 31, CESKE BUDEJOVICE 370 05, CZECH REPUBLIC""]","The coexistence of discrete morphs within a species, with one morph more conspicuous than the other(s) is often thought to result from both sexual selection and predation. In many damselflies, sexual dimorphism occurs jointly with multiple female colour morphs. Typically, one morph is coloured like the male (andromorph), while the other(s) is not (gynomorph(s)). The mechanisms contributing to the maintenance of such female polymorphism in damselflies remain poorly understood, especially the role of predation. We tested the detectability of two different female colour morphs of the damselfly, Enallagma cyathigerum, using human observers as model predators; andromorphs were detected more frequently than gynomorphs. Field data on mortality of males and the two different female morphs due to predation or drowning were also collected, and these observations support morph-specific mortality. In natural populations predation risk was higher in males than females; gynomorphs, however, were more prone to predation than andromorphs. Differences in behaviour between morphs, rather than colour, may explain this result.",Times Cited in Web of Science Core Collection:  9     Total Times Cited:  11     Cited Reference Count:  44,,
rayyan-811287767,Toxic metals in tissues of fishes from the Black Sea and associated human health risk exposure,2017,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"[""0944-1344"", ""1614-7499     J9  - ENVIRON SCI POLLUT R     JI  - Environ. Sci. Pollut. Res.""]",24,8,7776-7787,"Plavan, G and Jitar, O and Teodosiu, C and Nicoara, M and Micu, D and Strungaru, SA",,English,,"[""Alexandru Ioan Cuza Univ, Fac Biol, Dept Biol, Bd Carol 1,20A, Iasi 700505, Romania"", ""Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management, 73 Prof Dr D Mangeron St, Iasi 700050, Romania"", ""Natl Inst Marine Res & Dev Grigore Antipa, Constanta 300 Mamaia Blvd, Constanta 900581, Romania"", ""Alexandru Ioan Cuza Univ, Fac Biol, Dept Res, Bd Carol 1,20A, Iasi 700505, Romania     FU  - \""Alexandru Ioan Cuza\"" University of Iasi [GI-2015-11]     FX  - This work was partially funded by the \""Alexandru Ioan Cuza\"" University of Iasi, the project no. GI-2015-11, grant competition for young researchers UAIC.     PU  - SPRINGER HEIDELBERG     PI  - HEIDELBERG     PA  - TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY""]","The anthropogenic activities in the Black Sea area are responsible for toxic metal contamination of sea food products. In this study, several toxic metals: cadmium, lead, nickel, chromium, and copper were quantified in different tissues (digestive tract, muscle, skeleton, skin) of nine fish species (Neogobius melanostomus, Belone belone, Solea solea, Trachurus mediterraneus ponticus, Sardina pilchardus, Engraulis encrasicolus, Pomatomus saltatrix, Sprattus sprattus, Scorpaena porcus) by using atomic absorption spectrometer with a high-resolution continuum source and graphite furnace technique (HR-CS GF-AAS), and the risk of fish meat consumption by the young human population was evaluated. These metals are used in high amounts in industries located near the coastline such as shipyard construction and industrial plants. Toxic metal accumulation depends on fish feeding behavior, abiotic conditions, metal chemistry, and animal physiology. For instance, cadmium was measured in the muscle of the investigated species and average values of 0.0008-0.0338 mg kg(-1) were obtained. The lowest average value of this metal was measured at benthic species N. melanostomus and the highest at the pelagic predator T. mediterraneus ponticus. Generally, the highest metal concentration was measured in the digestive tract that has the role of biofilter for these contaminants. The risk of contamination is significantly reduced by avoiding the consumption of certain fish tissues (digestive tract and skin for copper and skeleton for nickel). An estimation of the dietary metal intake to young consumers was realized for each of the studied species of fish from Romanian, Bulgarian, and Turkish waters, during the period 2001-2014 in order to evaluate the risks of chronic exposure in time due to metal toxicity. This estimation is important for the prevention of chronic exposure due to metal toxicity. Food exposure to studied metals showed a negative trend for Romania, Turkey, and Bulgaria based on the data provided by this study. The young consumers were highly exposed to these elements during the 2001-2006 period as proven by the results from this study.",Times Cited in Web of Science Core Collection:  25     Total Times Cited:  25     Cited Reference Count:  35,,
rayyan-811287769,"Predator-induced maternal stress and population demography in snowshoe hares: the more severe the risk, the longer the generational effect",2015,,,JOURNAL OF ZOOLOGY,"[""0952-8369"", ""1469-7998     J9  - J ZOOL     JI  - J. Zool.""]",296,4,305-310,"Sheriff, MJ and McMahon, EK and Krebs, CJ and Boonstra, R",,English,,"[""Penn State Univ, Ecosyst Sci & Management, University Pk, PA 16802 USA"", ""Univ British Columbia, Dept Zool, Vancouver, BC, Canada"", ""Univ Toronto Scarborough, Ctr Neurobiol Stress, Toronto, ON, Canada     FU  - Natural Sciences and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada (NSERC)CGIAR; College of Agricultural Sciences, Penn State University     FX  - This work was supported by grants to MJS, RB and CJK from the Natural Sciences and Engineering Research Council of Canada and undergraduate research grants to EM from the College of Agricultural Sciences, Penn State University.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA""]","The risk of predation can cause strong antipredator behaviors and marked stress-induced changes in physiology. In mothers, predator-induced stress can reduce reproductive fitness and alter offspring phenotypes. Acting via these generational, maternal stress effects, predation risk may continue to influence the demography of prey populations even when the predators are no longer present. The 10-year snowshoe hare cycle is the classic top-down predator-driven example in nature and is caused both by direct mortality and by indirect risk effects. During the decline phase, virtually, all hares die because they are killed and simultaneously hares exhibit pronounced stress effects caused by high predation risk. However, the rapidity of the decline phase varies among cycles. When the decline is extremely rapid, we expect that the risk experienced by hares is much greater than when the decline is prolonged. The enigma of these cycles is the low phase following the decline, when there is little or no population growth in spite of the absence of predators and ample food. Previously, we have shown that predator-induced maternal stress decreases reproduction and compromises the offspring stress axis. Here, we examine how the severity of predation risk during six separate population declines is related to the length of the subsequent low phase. We show that the more severe the decline, as indicated by the greater rate of loss of hares, the longer the subsequent low phase. These results support the hypothesis that the greater the degree of risk, the longer the generational impact on population demography (the longer the low phase of the hare population). Our findings have broad applicability to conservation and management efforts; even when a stressor (predator, human disturbance) is removed or when exposure may be short term (drought, fire or translocation), the signature of the stressor may be evident over several future generations.",Times Cited in Web of Science Core Collection:  31     Total Times Cited:  31     Cited Reference Count:  41,,
